,Area (m2),Property Type,Bedrooms,Bathrooms,Law Document,Latitude,Longitude,Postal Code,Importance,Place Rank,City,Year,Month,Date
4844,1.5945420617297983,3.0,-0.30059175157693774,-0.7431756192434648,4.0,-1.428380854606575,1.6570696889926657,-0.6941848359038711,4.067852823140809,-4.984794657718008,0.0,0.47173097631819194,1.6753444511667341,-1.1510674611725276
17683,-1.7022831217885819,2.0,-0.9249162924856396,-0.7431756192434648,4.0,0.6867742219260787,-0.6087587827788207,-0.6378180535443915,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,0.020361563317726403
25928,-0.7420427770744905,3.0,0.9480573302404658,1.8606734455566496,4.0,0.696913499012512,-0.7061872539577513,-0.6920235863638046,0.1886424914145004,-0.5064732592216838,1.0,1.135791493944762,0.7094351161495026,1.074647685358955
6551,1.3160723617627117,3.0,-1.5492408333943413,-1.6111253075101695,4.0,-1.4496506245820973,1.4147987655664858,1.4025758065962544,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.38746533781042536,-0.5653529489274006
7880,-0.3259386276983843,0.0,-1.5492408333943413,-1.6111253075101695,4.0,0.7051515884462206,-0.6863212872542852,-0.687003910012682,0.1886424914145004,-0.5064732592216838,1.0,-0.19232954130837818,1.6753444511667341,-1.0339245587235022
21576,-0.13389055875556605,3.0,0.323732789331764,0.12477406902324001,4.0,0.6924040002735187,-0.7005313524890676,-0.6887119943266057,-0.8805042769386289,1.2848553001768457,1.0,-0.19232954130837818,-0.9004137755458834,1.074647685358955
4282,-0.6460187426030813,3.0,0.323732789331764,1.8606734455566496,4.0,-1.4366136527969402,1.3601783763853708,-0.6941848359038711,4.010383848740995,-4.984794657718008,0.0,1.135791493944762,0.7094351161495026,-0.09678133913129901
22061,-0.0954809449670023,3.0,0.9480573302404658,0.9927237572899448,4.0,0.6942907154345689,-0.6463975950389338,-0.6821236691157574,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,0.7232189780118788
28318,1.9786381996154347,1.0,-0.30059175157693774,0.12477406902324001,3.0,0.6908833011194029,-0.3621766227730013,-0.6941848359038711,0.1886424914145004,-0.5064732592216838,1.0,-0.19232954130837818,0.06549555947134818,1.3089334902570058
6025,-0.22991459322697516,3.0,0.323732789331764,0.12477406902324001,4.0,-1.4535700612618063,1.4408030909638125,1.4043187497737275,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.7094351161495026,0.48893317311382806
22971,-0.6460187426030813,3.0,0.323732789331764,1.8606734455566496,4.0,0.6809564266708998,-0.7566970157741505,-0.6887468531901552,5.0324007112237075,1.2848553001768457,1.0,1.135791493944762,-1.5443533322240377,1.1917905878079804
24905,-0.6460187426030813,3.0,-0.30059175157693774,0.9927237572899448,4.0,-1.4446425812635413,1.6411313360362039,1.4395262019586839,0.18852628379911343,-0.5064732592216838,1.0,1.135791493944762,-1.2223835538849606,-0.09678133913129901
8476,-1.030114880488718,0.0,-1.5492408333943413,-1.6111253075101695,0.0,0.6920646914513661,-0.6634336442510783,-0.6879799581920669,-0.8805042769386289,1.2848553001768457,1.0,-0.8563900589349484,-1.5443533322240377,-0.7996387538254515
22020,-0.7932555954592421,3.0,-0.30059175157693774,0.12477406902324001,3.0,0.6887798750353279,-0.5927297131553231,-0.6378180535443915,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,0.7232189780118788
96,-0.5659987138769071,0.0,-1.5492408333943413,-1.6111253075101695,4.0,-1.4457451048814796,1.4727439928842314,1.4743850655081456,0.18852628379911343,-0.5064732592216838,0.0,1.7998520115713321,-0.25647421886772903,0.6060760755628535
579,-0.5499947081316723,0.0,-1.5492408333943413,-1.6111253075101695,4.0,-1.4463179432533606,1.5265985662078048,1.4847730068458853,0.18852628379911343,-0.5064732592216838,0.0,1.135791493944762,0.7094351161495026,0.2546473682157772
2918,-0.3259386276983843,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4675173373136017,1.3713419350131804,1.4605112378154599,-0.8806204845540149,1.2848553001768457,0.0,0.47173097631819194,0.38746533781042536,1.7775051000531075
19535,-0.6460187426030813,2.0,0.323732789331764,0.9927237572899448,3.0,0.6957644835607693,-0.7538009660783791,-0.689269736143397,0.1886424914145004,-0.5064732592216838,1.0,-0.8563900589349484,-0.25647421886772903,-0.7996387538254515
2393,-0.6460187426030813,0.0,-1.5492408333943413,-1.6111253075101695,4.0,-1.4544495661766035,1.4555464237527376,1.4043187497737275,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,1.0314048944885799,-0.33106714402934984
20465,-0.80605880005543,2.0,0.323732789331764,0.9927237572899448,4.0,0.7006664754374187,-0.7206190710453416,-0.6849820959268133,0.1886424914145004,-0.5064732592216838,1.0,1.135791493944762,0.06549555947134818,-1.3853532660705785
22521,-0.42196266216979345,3.0,2.8210309529665714,0.9927237572899448,4.0,0.6854629137931283,-0.6359246139658986,-0.6378180535443915,0.1886424914145004,-0.5064732592216838,1.0,-1.5204505765615184,-0.5784439972068062,-1.1510674611725276
2168,0.09016552167772193,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4570995115320724,1.3098680997207006,1.506036913611057,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,1.353374672827657,-1.3853532660705785
273,0.9156521380169359,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4504011480556815,1.5421955914544971,1.4951609481836248,0.18852628379911343,-0.5064732592216838,0.0,1.7998520115713321,-1.2223835538849606,1.3089334902570058
11833,0.6022937055252373,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4446425812635413,1.6411313360362039,1.4395262019586839,0.18852628379911343,-0.5064732592216838,1.0,-0.19232954130837818,-1.2223835538849606,-1.7367819734176546
21496,-0.9660988575077785,3.0,2.1967064120578694,0.12477406902324001,4.0,0.6884571928473965,-0.6194200808354691,-0.6593608312179589,-0.8817638096501678,1.2848553001768457,1.0,-0.19232954130837818,-0.25647421886772903,-0.4482100464783752
15162,-0.9020828345268391,2.0,-0.30059175157693774,0.12477406902324001,3.0,0.6817204989409034,-0.7386584121766808,-0.6894440304611443,-0.0786442006737814,-0.058641119372051485,1.0,0.47173097631819194,-1.866323110563115,0.13750446576675182
12958,-0.3259386276983843,0.0,2.8210309529665714,0.12477406902324001,3.0,0.6944266564690853,-0.7318040181556121,-0.6872827809210778,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,0.2546473682157772
10275,1.2744619468251013,0.0,0.323732789331764,-0.7431756192434648,3.0,0.707409401717495,-0.7675198337501832,-0.6276392653879486,0.1886424914145004,-0.5064732592216838,1.0,0.47173097631819194,-1.2223835538849606,-0.21392424158032441
21733,-0.6460187426030813,3.0,0.9480573302404658,0.9927237572899448,4.0,0.6962853468630201,-0.8020157683098732,-0.6912218325021668,0.1886424914145004,-0.5064732592216838,1.0,-0.8563900589349484,-1.2223835538849606,-1.2682103636215531
13188,-0.03626612370963351,0.0,-0.9249162924856396,-0.7431756192434648,4.0,0.6835907937922242,-0.7024695937873175,-0.6894788893246938,0.1886424914145004,-0.5064732592216838,1.0,-0.8563900589349484,1.0314048944885799,-0.7996387538254515
11388,1.0504058663918132,0.0,-0.30059175157693774,-0.7431756192434648,4.0,0.6947224641601933,-0.7824052341729165,-0.6912218325021668,-0.8805042769386289,1.2848553001768457,1.0,-0.8563900589349484,1.6753444511667341,-1.7367819734176546
1122,0.8903658089394647,0.0,-0.30059175157693774,-0.7431756192434648,4.0,-1.4442395526481946,1.275117348325504,1.4640319830339554,0.18852628379911343,-0.5064732592216838,0.0,1.135791493944762,0.7094351161495026,-1.3853532660705785
3350,-0.13389055875556605,0.0,-0.9249162924856396,-1.6111253075101695,4.0,-1.4580747684860675,1.2396987755268172,1.506036913611057,-0.8806204845540149,1.2848553001768457,0.0,0.47173097631819194,-0.25647421886772903,-0.21392424158032441
5598,0.15418154465866135,3.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4582049366853882,1.3910188648832085,1.4810082495825434,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,1.0314048944885799,-1.3853532660705785
3246,-0.40147753481589277,0.0,-0.9249162924856396,-1.6111253075101695,3.0,-1.4321223283285616,1.4011941104299555,1.4501232964777202,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.7094351161495026,-0.21392424158032441
16658,-0.08267774037081468,2.0,2.1967064120578694,0.12477406902324001,3.0,0.6942760756308516,-0.7221914932740517,-0.6837968945661316,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,1.4260763927060314
8370,0.410245636582419,0.0,-0.30059175157693774,-0.7431756192434648,3.0,0.6778112705972162,-0.6018047981559689,-0.6068285238489199,-0.8805042769386289,1.2848553001768457,1.0,-0.8563900589349484,-0.9004137755458834,-1.5024961685196039
19516,-0.6460187426030813,2.0,0.9480573302404658,0.9927237572899448,3.0,0.6958016268342003,-0.7554348494636056,-0.689269736143397,-0.8805042769386289,1.2848553001768457,1.0,-0.8563900589349484,-0.5784439972068062,-1.2682103636215531
7442,1.178437912353692,0.0,-0.30059175157693774,-0.7431756192434648,4.0,0.6741789232371931,-0.6039227582531309,-0.6068285238489199,-0.8805042769386289,1.2848553001768457,1.0,1.135791493944762,-0.9004137755458834,-1.2682103636215531
20949,-0.7612475839687723,3.0,1.5723818711491675,-0.7431756192434648,3.0,0.7051515884462206,-0.6863212872542852,-0.687003910012682,0.1886424914145004,-0.5064732592216838,1.0,1.135791493944762,-0.5784439972068062,-0.7996387538254515
25981,-0.3259386276983843,3.0,0.323732789331764,0.9927237572899448,3.0,0.6905945414480843,-0.5994951114217068,-0.6914658445470131,0.1886424914145004,-0.5064732592216838,1.0,1.7998520115713321,-0.5784439972068062,-0.33106714402934984
3421,0.3142216021110099,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.444132007651903,1.5987681275958068,1.4359705978766388,-0.8806204845540149,1.2848553001768457,0.0,0.47173097631819194,0.06549555947134818,0.2546473682157772
626,0.634301717015707,0.0,-0.30059175157693774,-0.7431756192434648,4.0,-1.4628874575600428,1.5730154113196984,1.4600929314528663,-0.8806204845540149,1.2848553001768457,0.0,1.135791493944762,0.7094351161495026,1.3089334902570058
1427,-0.3259386276983843,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.456745829846641,1.4154356437769005,1.5022372974841656,-0.8806204845540149,1.2848553001768457,0.0,1.135791493944762,-1.5443533322240377,-1.6196390709686292
2898,-0.40147753481589277,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4321223283285616,1.4011941104299555,1.4501232964777202,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.38746533781042536,-0.09678133913129901
27264,0.9543818319204042,1.0,2.1967064120578694,0.9927237572899448,3.0,0.6847765997948688,-0.5742281841267036,-0.6378180535443915,0.1886424914145004,-0.5064732592216838,1.0,-1.5204505765615184,1.353374672827657,-0.4482100464783752
11462,0.25020557913007047,0.0,-0.30059175157693774,0.12477406902324001,3.0,0.6920919214862802,-0.5221403456553544,-0.6376437592266442,0.1886424914145004,-0.5064732592216838,1.0,-0.8563900589349484,1.353374672827657,-0.5653529489274006
9742,2.5547824064438895,0.0,0.323732789331764,0.12477406902324001,3.0,0.6890746788541812,-0.7223294121092964,-0.6922675984086507,-0.8805042769386289,1.2848553001768457,1.0,0.47173097631819194,1.353374672827657,1.3089334902570058
23430,-0.6140107311126117,3.0,-0.9249162924856396,1.8606734455566496,4.0,0.6878089005107911,-0.6992962290873983,-0.68843312341821,-0.0786442006737814,-0.058641119372051485,1.0,0.47173097631819194,-0.9004137755458834,0.13750446576675182
20239,1.9146221766344953,2.0,0.323732789331764,0.9927237572899448,4.0,0.6975640082336809,-0.5618430235518023,-0.6590471014460136,0.1886424914145004,-0.5064732592216838,1.0,0.47173097631819194,1.0314048944885799,1.7775051000531075
3396,0.3142216021110099,0.0,-0.9249162924856396,-1.6111253075101695,4.0,-1.4459903006797366,1.4075495627822934,1.474559359825893,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,-0.25647421886772903,0.48893317311382806
21484,-0.3259386276983843,3.0,0.9480573302404658,0.9927237572899448,4.0,0.6905900449369429,-0.6896750996439102,-0.68843312341821,-0.8805042769386289,1.2848553001768457,1.0,-0.19232954130837818,-0.25647421886772903,-0.09678133913129901
3169,0.15578194523318475,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.462249897586535,1.2413507809246431,1.506036913611057,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.7094351161495026,-0.33106714402934984
13740,-0.005858512793687195,2.0,1.5723818711491675,-0.7431756192434648,3.0,0.6958558777639744,-0.7672144947245282,-0.689269736143397,6.230277152535878,1.2848553001768457,1.0,1.7998520115713321,0.38746533781042536,0.6060760755628535
22469,1.4345020042774497,3.0,2.1967064120578694,0.12477406902324001,3.0,0.6909005551737833,-0.6778902916458659,-0.688363405691111,-0.0786442006737814,-0.058641119372051485,1.0,-1.5204505765615184,-0.5784439972068062,-1.0339245587235022
11902,0.9739067189295906,0.0,-0.30059175157693774,-0.7431756192434648,4.0,0.6940175482994357,-0.8082472662039234,-0.6912218325021668,0.1886424914145004,-0.5064732592216838,1.0,-0.19232954130837818,-0.5784439972068062,-1.1510674611725276
8300,0.4262496423276539,0.0,-0.30059175157693774,-0.7431756192434648,3.0,0.6983041099270644,-0.7689034533211301,-0.6919190097731561,-0.8817638096501678,1.2848553001768457,1.0,-0.8563900589349484,-0.25647421886772903,0.8403618804609042
26471,0.634301717015707,1.0,0.323732789331764,0.9927237572899448,4.0,0.6869158097420287,-0.653322792312316,-0.6878753816014186,-0.0786442006737814,-0.058641119372051485,1.0,1.135791493944762,-1.866323110563115,-1.2682103636215531
18896,-1.2221629494315362,2.0,-0.9249162924856396,0.12477406902324001,4.0,0.6960997768939021,-0.7041956666415041,-0.6941848359038711,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,0.48893317311382806
21579,-0.6460187426030813,3.0,0.323732789331764,0.9927237572899448,4.0,0.6978273783025527,-0.6288396176855526,-0.6915704211376615,-0.8805042769386289,1.2848553001768457,1.0,-0.19232954130837818,-0.9004137755458834,-0.33106714402934984
5982,2.423549559332964,3.0,0.323732789331764,0.12477406902324001,4.0,-1.4485094685354252,1.2973268931406459,1.468145328932792,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.7094351161495026,0.37179027066480264
13902,0.3142216021110099,2.0,-0.9249162924856396,-1.6111253075101695,4.0,0.6891510568015735,-0.7206190710453416,-0.6922675984086507,0.1886424914145004,-0.5064732592216838,1.0,1.7998520115713321,-1.5443533322240377,0.7232189780118788
26830,-0.3259386276983843,1.0,0.323732789331764,0.12477406902324001,4.0,0.6846785549379746,-0.7739538334605522,-0.6240836613059035,0.1886424914145004,-0.5064732592216838,1.0,-0.19232954130837818,-0.5784439972068062,-1.1510674611725276
5653,2.017047813403998,3.0,-0.30059175157693774,-0.7431756192434648,4.0,-1.4278748820761051,1.1548659079229062,1.457199645778261,-0.8806204845540149,1.2848553001768457,0.0,0.47173097631819194,1.0314048944885799,-0.682495851376426
13823,-0.3259386276983843,2.0,1.5723818711491675,0.12477406902324001,4.0,0.6915765927513181,-0.75124067215891,-0.6914309856834636,-0.8805042769386289,1.2848553001768457,1.0,1.7998520115713321,-0.25647421886772903,-1.0339245587235022
5040,3.0349025788009354,3.0,0.323732789331764,0.12477406902324001,4.0,-1.4294954131386888,1.5606193582320842,1.5788570795658825,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,1.353374672827657,-1.0339245587235022
9419,0.3782376250919493,0.0,-0.30059175157693774,-0.7431756192434648,4.0,0.6872973230268979,-0.864214212875478,-0.6882588291004627,-0.0786442006737814,-0.058641119372051485,1.0,1.7998520115713321,-1.866323110563115,1.074647685358955
20265,-0.3259386276983843,2.0,1.5723818711491675,-0.7431756192434648,4.0,0.6954734651768775,-0.4535551035475547,-0.7484600864503831,-0.8805042769386289,1.2848553001768457,1.0,0.47173097631819194,1.353374672827657,1.660362197604082
16688,-1.030114880488718,2.0,1.5723818711491675,0.9927237572899448,4.0,0.6880855300590292,-0.6622299889615368,-0.68843312341821,0.1886424914145004,-0.5064732592216838,1.0,-1.5204505765615184,-0.5784439972068062,1.3089334902570058
1536,-0.7420427770744905,0.0,-0.9249162924856396,-1.6111253075101695,4.0,-1.4374951781207657,1.621408942594397,-0.6941848359038711,2.330620072577703,-4.984794657718008,0.0,1.135791493944762,-0.9004137755458834,1.074647685358955
26411,0.3142216021110099,1.0,0.9480573302404658,1.8606734455566496,3.0,0.6978280684647278,-0.7322199872630247,-0.6916749977283099,-0.8805042769386289,1.2848553001768457,1.0,1.135791493944762,0.38746533781042536,-1.6196390709686292
14869,-0.10188254726509632,2.0,2.8210309529665714,0.9927237572899448,4.0,0.6952509819883873,-0.6960977905014849,-0.6837620357025821,6.2036197329001945,1.2848553001768457,1.0,0.47173097631819194,-0.25647421886772903,1.5432192951550567
4706,1.9146221766344953,3.0,0.323732789331764,0.12477406902324001,4.0,-1.4478366753183542,1.414436506428603,1.4025758065962544,0.18852628379911343,-0.5064732592216838,0.0,1.135791493944762,-1.5443533322240377,-1.6196390709686292
26535,2.074662234086844,1.0,0.323732789331764,0.9927237572899448,4.0,0.7216777727003343,-0.8829465900078816,-0.5927455429749374,0.1886424914145004,-0.5064732592216838,1.0,0.47173097631819194,0.38746533781042536,0.9575047829099297
22022,-0.6460187426030813,3.0,2.8210309529665714,0.12477406902324001,4.0,0.6894261177994135,-0.6374980195731247,-0.6878753816014186,-0.0786442006737814,-0.058641119372051485,1.0,-1.5204505765615184,-0.5784439972068062,0.7232189780118788
22352,-0.16589857024603574,3.0,2.1967064120578694,0.12477406902324001,4.0,0.688748504027363,-0.614093611165803,-0.6593608312179589,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,-0.33106714402934984
16897,1.4985180272583891,2.0,0.323732789331764,0.9927237572899448,4.0,0.6887903320379833,-0.5482318358262427,-0.6376437592266442,0.1886424914145004,-0.5064732592216838,1.0,-1.5204505765615184,-0.5784439972068062,0.9575047829099297
2325,0.15834258615242228,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.462249897586535,1.2413507809246431,1.506036913611057,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,1.0314048944885799,-0.4482100464783752
20273,-0.7100347655840208,2.0,0.323732789331764,0.12477406902324001,4.0,0.6946488050334904,-0.7701756932462336,-0.6912218325021668,0.1886424914145004,-0.5064732592216838,1.0,0.47173097631819194,1.6753444511667341,-1.5024961685196039
17629,-0.9981068689982482,2.0,1.5723818711491675,0.12477406902324001,3.0,0.6960600402838127,-0.6872323874387051,-0.6920235863638046,-0.0786442006737814,-0.058641119372051485,1.0,-1.5204505765615184,-0.5784439972068062,0.020361563317726403
4347,1.7641845226292876,3.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4361242204371703,1.3734804077620335,1.4496352723880277,0.18852628379911343,-0.5064732592216838,0.0,1.135791493944762,-1.5443533322240377,-1.5024961685196039
3507,-0.5499947081316723,0.0,-0.9249162924856396,-1.6111253075101695,4.0,-1.4436988352041111,1.2278277200221432,1.4640319830339554,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.06549555947134818,1.3089334902570058
9606,2.074662234086844,0.0,-0.30059175157693774,-0.7431756192434648,4.0,0.6909859261434601,-0.6621953248692845,-0.6835180236577358,-0.8805042769386289,1.2848553001768457,1.0,1.135791493944762,-0.9004137755458834,-0.09678133913129901
14000,0.3142216021110099,2.0,-0.9249162924856396,-0.7431756192434648,4.0,0.6900801196594692,-0.5812962171280154,-0.6914658445470131,-0.8805042769386289,1.2848553001768457,1.0,1.135791493944762,1.353374672827657,-1.7367819734176546
27111,1.7865901306726166,1.0,0.9480573302404658,1.8606734455566496,4.0,0.6819620187477785,-0.5451404503907581,-0.6376437592266442,-0.8805042769386289,1.2848553001768457,1.0,-0.8563900589349484,-0.5784439972068062,-0.4482100464783752
27182,-0.48597868515073284,1.0,0.323732789331764,0.9927237572899448,4.0,0.6914376895721656,-0.6704468539005948,-0.6849472370632638,-0.8805042769386289,1.2848553001768457,1.0,-0.8563900589349484,-1.2223835538849606,-0.33106714402934984
3050,-0.5253485392840105,0.0,-0.9249162924856396,-1.6111253075101695,4.0,-1.4321223283285616,1.4011941104299555,1.4501232964777202,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.38746533781042536,0.9575047829099297
3229,0.05943783064687121,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4675173373136017,1.3713419350131804,1.4605112378154599,-0.8806204845540149,1.2848553001768457,0.0,0.47173097631819194,0.7094351161495026,-0.21392424158032441
3639,-0.27792661046267975,0.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4675173373136017,1.3713419350131804,1.4605112378154599,-0.8806204845540149,1.2848553001768457,0.0,0.47173097631819194,0.38746533781042536,-0.9167816562744768
7768,0.34622961360147964,0.0,-0.9249162924856396,-0.7431756192434648,4.0,0.6921801158466726,-0.7066496876995034,-0.6887119943266057,-0.8805042769386289,1.2848553001768457,1.0,0.47173097631819194,-1.2223835538849606,0.13750446576675182
8960,-0.06987453577462661,0.0,-0.9249162924856396,-0.7431756192434648,4.0,0.676545181928854,-0.8512845064535769,-0.6882588291004627,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,-0.7996387538254515
21678,-0.9020828345268391,3.0,-0.30059175157693774,0.12477406902324001,3.0,0.68691892592882,-0.6532699357176923,-0.6878753816014186,-0.8805042769386289,1.2848553001768457,1.0,-0.8563900589349484,0.38746533781042536,0.2546473682157772
6676,2.3144022401504625,3.0,-0.30059175157693774,0.12477406902324001,4.0,-1.4348640120480383,1.5975299240590324,1.439909649457728,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,0.06549555947134818,-1.2682103636215531
11230,0.44225364807288875,0.0,1.5723818711491675,0.9927237572899448,3.0,0.6979575679856085,-0.8574276719712448,0.1424278892832114,0.1886424914145004,-0.5064732592216838,1.0,-0.8563900589349484,1.6753444511667341,1.660362197604082
12947,0.3782376250919493,0.0,-0.30059175157693774,-1.6111253075101695,4.0,0.6983375754620949,-0.7414902964250343,-0.6916749977283099,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,0.13750446576675182
21658,0.3142216021110099,3.0,0.323732789331764,0.9927237572899448,4.0,0.68691892592882,-0.6532699357176923,-0.6878753816014186,-0.8805042769386289,1.2848553001768457,1.0,-0.8563900589349484,0.38746533781042536,0.37179027066480264
10399,0.3142216021110099,0.0,-0.9249162924856396,-0.7431756192434648,3.0,0.7014473416536864,-0.7422661820651111,-0.6849820959268133,0.1886424914145004,-0.5064732592216838,1.0,0.47173097631819194,-1.866323110563115,-0.9167816562744768
22120,-0.9660988575077785,3.0,0.323732789331764,1.8606734455566496,4.0,0.6822128773679217,-0.661369532770097,-0.6342973083258958,0.1886424914145004,-0.5064732592216838,1.0,-1.5204505765615184,-0.5784439972068062,0.37179027066480264
10902,0.634301717015707,0.0,-0.9249162924856396,-0.7431756192434648,4.0,0.6874374468624762,-0.5796038227217506,-0.6378180535443915,-0.8805042769386289,1.2848553001768457,1.0,-0.19232954130837818,-0.5784439972068062,0.37179027066480264
8403,0.3238240055581507,0.0,-0.9249162924856396,-0.7431756192434648,4.0,0.6888706253424941,-0.7243969309557303,-0.6922675984086507,-0.0786442006737814,-0.058641119372051485,1.0,-0.8563900589349484,-1.2223835538849606,-0.33106714402934984
5732,-1.2669741655181936,3.0,-0.9249162924856396,-0.7431756192434648,4.0,-1.4468273839271484,1.4606506911360173,1.4743850655081456,0.18852628379911343,-0.5064732592216838,0.0,0.47173097631819194,1.0314048944885799,-0.33106714402934984
25212,-1.1581469264505968,3.0,-0.30059175157693774,0.12477406902324001,3.0,0.6896708116615433,-0.6446275137308132,-0.6835180236577358,-0.8805042769386289,1.2848553001768457,1.0,-1.5204505765615184,-0.5784439972068062,-0.33106714402934984
18703,-0.9340908460173087,2.0,1.5723818711491675,-0.7431756192434648,4.0,0.6969928049206485,-0.6861260866211297,-0.6920235863638046,-0.0786442006737814,-0.058641119372051485,1.0,-1.5204505765615184,-0.5784439972068062,-0.09678133913129901
